,sales
1403,1.25095105320963
313,2.02642773547148
802,3.12942148566587
1392,0.978188006187999
4,1.01264830717585
1154,0.670194604416345
198,-1.18027225623445
628,0.0262234701256552
409,1.7796092812736
716,-0.150521223793879
761,0.637872841755432
174,0.246248282062114
1222,-0.474849957350813
1212,-0.349323593639261
469,0.286684998310988
202,-0.994982111849982
871,-0.907244197324061
595,-0.939698842658454
631,-1.75931604209475
177,0.0848837858424785
275,0.516464426951616
816,1.21431615930411
412,0.715655576275826
13,1.29153369754471
483,-0.0414574384301503
1401,1.32195956228629
1390,-0.760742673189274
475,-0.574726388358437
538,1.22352532893027
615,0.235353788494372
884,1.6984591694647
117,-0.182576533482023
536,-1.01178132535343
1280,0.191294812880812
1076,-0.458584991590012
641,1.81794961727711
602,-0.247947043766803
1152,-0.812084834491486
1132,0.905367295234806
810,-0.3579601433767
163,-1.19957947033611
111,0.191294812880812
344,-1.68467569101304
1133,0.0336317158997132
1025,0.0113408008659554
482,-0.182576533482023
1270,0.26991577032228
1455,1.17244991658421
130,0.760304705151509
1247,-0.631987139389603
1239,0.74810546458131
338,0.485785714883509
1396,-0.473037505070264
1122,-0.864503420390324
72,0.259799981277508
514,-1.36741226493789
953,-0.670902733986584
515,2.20561239111112
1164,0.838395612840344
1289,0.198230412514873
12,-0.366626629014064
447,0.453475438598715
885,-0.349323593639261
208,1.26906915333919
303,-0.266227665241576
576,-0.0338462279448564
620,0.910581656889738
1174,1.34025651096718
565,1.66863430343103
1315,0.563583999931501
693,-0.410415461378664
845,0.612180764373421
644,-0.379682943422418
340,0.490719675243677
825,-1.05142408782461
346,-0.23968164977601
1372,1.01264830717585
1416,-0.740497415282334
304,1.42648185946006
36,-0.349323593639261
811,-2.7283454176614
42,-0.366626629014064
853,0.0483826801312966
1251,-0.622352149947833
1054,0.191294812880812
1165,0.965705052161564
733,-1.08591115796417
459,-1.04003330204346
707,0.1848970248164
423,1.59049394014492
1428,0.354481805450127
849,-0.593667971331853
294,0.0038661137244961
585,-0.622352149947833
26,-0.53169773476764
680,-0.112056318824805
985,-0.885782482079389
1233,-0.622352149947833
135,0.106531379981546
510,-0.0277738976857623
1021,-1.62652732926317
945,-0.384050243164857
353,-1.13500644617055
973,0.0113408008659554
55,0.198230412514873
463,0.309312144828433
1367,0.825818104245673
1387,-0.603192847179647
216,0.576715146840449
1036,1.35774110805044
40,-0.103195896199962
396,-0.760742673189274
1398,-0.822481003913357
1002,-0.492955794012999
1193,-0.134646376425235
1330,-1.27833468429768
1342,-0.16914343427905
178,2.7548856205771
176,0.588593003184465
740,-0.401596128434175
507,0.556392382461338
570,-0.822481003913357
1271,-0.491221423416781
300,-0.150521223793879
1369,-0.0186929646968569
1214,-0.720414770338141
639,1.24184253010324
563,1.18648336734694
1204,1.22260593684706
78,-0.500363216608289
518,0.588593003184465
1027,-1.15634602571119
726,0.385004985503821
228,-0.720414770338141
818,0.738079804827055
1026,1.41013002162125
50,0.149272278689112
29,-2.22427625191902
633,-0.366626629014064
656,-0.281284594555985
561,-1.08591115796417
1283,0.0336317158997132
922,0.365647858899283
1143,-1.83625334813458
996,0.259799981277508
203,-0.281284594555985
444,0.576715146840449
371,-0.538532751722896
32,0.189905381313117
1274,-0.491221423416781
1354,-1.04003330204346
893,-0.84638923229312
668,-0.482112933492456
1156,0.804170478868849
1180,2.14046721412177
334,0.352659346846042
382,0.618043098152572
1042,1.13254132339508
1096,0.0483826801312966
372,-0.720414770338141
151,2.00904544957416
778,-0.52799087359682
921,0.0482356004390268
3,-0.437061662121858
1290,-0.832920580904126
702,-0.437061662121858
642,-0.23144348924322
429,0.120859680556186
1137,0.404213401081888
1292,-0.0582841076466072
1332,-0.720414770338141
445,-0.670902733986584
854,-0.680727014946593
1391,-0.0567497224544298
41,0.0483826801312966
833,-0.43795477807124
222,0.189905381313117
840,-0.142571201083176
1337,-0.651369225239543
1288,1.30491617560027
501,0.76803698179321
113,0.658699023520298
48,-0.972757310303282
289,-0.205669291765507
76,-0.514138885442302
206,-0.368363536737246
1051,-0.0262581166279768
123,-0.200383716051981
1434,-0.812084834491486
1256,-1.28083620618802
386,-1.80519375771004
225,-0.994982111849982
1105,0.189905381313117
632,-0.447800166983415
775,0.710017953457102
889,-0.762776244346795
963,0.634384883538736
899,-1.04003330204346
832,0.0038661137244961
221,0.454725892954114
1063,-0.198759630450744
683,0.704367590294577
1313,0.539531059170893
1275,-0.0721361128549534
617,1.58900920143981
1448,-0.509538557493666
991,0.286684998310988
685,0.780962643530435
869,-1.05142408782461
1368,-1.15634602571119
161,2.26473078456951
692,-1.07482345537398
673,-0.437061662121858
749,-1.36741226493789
1028,-0.864503420390324
408,1.29600248693536
629,-0.740497415282334
1304,0.485785714883509
325,-1.62652732926317
652,-0.52799087359682
901,0.191294812880812
6,1.52617430596452
671,-0.0262581166279768
1039,-0.182576533482023
114,1.10589844007173
752,1.25549290160179
646,-0.182576533482023
667,0.0187932088608667
1200,0.428334117006019
139,0.820423743690806
1182,-0.822481003913357
913,0.102691794399899
993,1.76299600717855
572,0.0483826801312966
352,-1.40658178386971
1335,-2.88939529234683
165,-0.670902733986584
874,1.49731617859768
1327,0.142199341044075
812,-0.136229333177374
214,-0.0759975506731203
1209,0.313284000622431
112,2.08553057157989
297,0.900142036309967
394,-1.06286700505287
131,0.951909632599533
314,0.163358410875599
138,0.804170478868849
1142,-1.83625334813458
341,-1.77451527150038
416,-0.272908442053028
1090,-0.103195896199962
38,-1.06286700505287
982,1.07096954280197
249,1.26906915333919
1228,-0.680727014946593
914,-1.99761666670042
53,2.09222862132493
706,1.05233622006447
136,-0.384050243164857
1318,-0.158496605309856
1170,-0.0567497224544298
1184,-1.15872837187769
793,0.385004985503821
35,1.54240999819664
25,1.07487471528366
657,-1.34163605561544
870,0.460968801191842
378,2.15274418132337
449,-0.822481003913357
578,-0.593667971331853
1449,1.35852504733575
1088,0.416937516135648
1048,-1.68761891266407
52,-1.04003330204346
377,1.78144840498988
210,-1.32884692104154
1296,-0.437061662121858
302,0.516464426951616
1356,0.156325264550992
1407,0.635548077001967
1310,1.48511775578642
1135,-0.843403929467111
777,-0.366626629014064
1161,-0.641659401322197
244,0.516464426951616
103,0.44093637823111
276,0.467196160528938
393,-1.27833468429768
110,-0.49304711001063
588,-1.85192903951139
159,1.62986936904959
970,0.092120495561982
747,1.11455495068424
1123,-0.0429824648182558
1059,0.618043098152572
660,2.20026301954823
1252,1.41799191090843
339,-0.182576533482023
329,-1.8995545591806
133,0.693028411690218
637,-1.68467569101304
167,1.67343025423061
1331,-0.710433615471359
927,0.873850675027909
860,-0.593667971331853
1020,0.37856924690657
24,-0.198759630450744
806,0.732492573984518
1425,-0.437061662121858
443,0.0848837858424785
150,-0.781153198986686
1248,-0.843403929467111
94,0.513413439712628
1291,-1.09751337243346
217,-1.10916967617185
381,0.296692813909829
1047,-0.928891728987876
780,0.133685320061049
900,-0.215048154817777
1370,1.24457857285218
864,-0.289688902057054
292,-0.603192847179647
712,-0.641659401322197
100,0.516464426951616
1049,0.141986843478647
783,-0.661116904021447
1148,-0.384050243164857
489,-1.65543247235902
700,-0.437061662121858
1100,-0.832920580904126
750,-0.0721361128549534
962,0.900142036309967
1012,-1.68467569101304
242,-1.86770363055536
168,0.239444788533415
73,-0.351048518638203
559,-0.791421284875445
1257,0.326478135419604
1426,-0.843403929467111
1211,-0.972757310303282
118,1.62986936904959
520,-1.12675665949359
713,-0.612754146836898
992,0.105094023481783
5,-0.384050243164857
254,-0.349323593639261
1038,-1.83625334813458
383,-1.96450011872789
516,-0.134646376425235
54,-0.622352149947833
467,-0.323591509419571
266,0.259799981277508
1033,-0.827695343819289
583,-0.565309137671614
766,-0.103195896199962
537,-0.134646376425235
1421,1.25067827976605
59,-0.722415791594074
1121,-0.994982111849982
166,0.326478135419604
1206,0.454725892954114
815,-0.491221423416781
331,-0.454984878749895
247,-0.437061662121858
373,-0.760742673189274
1146,0.113705794049717
499,-0.822481003913357
1261,-0.0798649612916989
1124,-0.928891728987876
636,-1.45978101074522
616,-1.14446822579372
1118,-0.5521842929071
566,0.623891718921895
234,0.652931352218242
626,-0.215048154817777
430,-1.67293732865357
1010,-1.27833468429768
1301,0.825818104245673
191,0.246248282062114
1131,-0.875120314059531
435,0.600414699507003
836,-1.27833468429768
1197,0.163358410875599
1016,0.293361324262918
184,-0.680727014946593
687,2.13728010143805
638,1.15419183660713
569,-0.391053828772422
933,0.9313310337434
533,0.163358410875599
1451,-1.69942656821881
1176,-0.928891728987876
742,0.120859680556186
196,1.56554158736376
1446,-0.994982111849982
495,-3.91030796534356
591,-0.473037505070264
936,1.04247314584252
1041,0.404213401081888
979,0.168970718294431
380,-0.680727014946593
27,1.51801675295825
395,-0.641659401322197
320,1.80080931784759
147,0.721280516074943
797,2.66955950720457
623,-0.0239861666400097
238,1.61419353025197
1009,-0.52799087359682
910,-0.375323258800275
895,-1.1208805758684
1273,-0.454984878749895
106,-1.27833468429768
350,1.614673099265
650,-1.08591115796417
389,2.34524797379251
1004,-0.266227665241576
1117,-0.437061662121858
554,-0.972757310303282
1373,0.900142036309967
170,-0.651369225239543
1195,0.68403395835289
306,0.749216949294525
415,0.206997179360483
1417,0.726892829792638
1420,-0.500363216608289
428,0.396547733881728
186,0.092120495561982
1005,-0.0490918891469293
908,0.106531379981546
269,-0.298121554471157
867,0.0336317158997132
630,0.570754991418014
950,-0.824565435123492
162,0.693028411690218
413,-0.928891728987876
1281,-0.256239851868021
95,0.259799981277508
98,-1.74420865038395
1030,0.416937516135648
876,1.85392561552184
817,-0.182576533482023
822,-0.446007210286666
207,-0.419266013044906
974,-0.0262581166279768
686,-0.284642928364288
872,-0.565309137671614
245,0.926159810403411
229,0.359162036937072
906,1.01264830717585
8,-0.624276179820197
896,-0.38487214808034
1352,0.857942125088929
1381,-0.994982111849982
865,1.0016227751619
1241,0.0483826801312966
791,1.20312752067345
1022,0.339603009711312
189,1.34901409322522
260,0.135106338414657
144,-0.720414770338141
828,-0.308278422905529
698,0.404213401081888
919,0.467196160528938
1344,1.13463768012285
937,0.908486790424075
1035,1.59445950482224
1440,1.55048847972396
890,0.0848837858424785
594,1.62204373477251
531,-1.09751337243346
894,-0.437061662121858
1415,1.78144840498988
1151,0.804170478868849
57,0.410583552797079
1057,1.74440641596714
282,0.54677126848416
934,-1.83938063392464
362,0.435903093485863
243,-0.822481003913357
92,-0.0490918891469293
337,0.623891718921895
1013,-0.839205313966665
947,0.359162036937072
1109,0.300019870459074
190,1.59049394014492
39,-1.77451527150038
975,-1.67001132869873
634,0.454725892954114
764,1.15013419584269
723,1.62986936904959
1128,-0.437061662121858
63,-0.437061662121858
233,-0.657213271038202
676,-1.05142408782461
105,1.01264830717585
753,-0.166497507926827
902,0.910581656889738
253,-0.134646376425235
422,-0.972757310303282
774,-0.0721361128549534
1232,-0.401596128434175
858,1.01264830717585
924,0.120859680556186
79,-1.04003330204346
989,1.8395972738918
1106,1.24844951539261
497,0.246248282062114
1395,-0.482112933492456
87,-0.0338462279448564
64,0.687339479638219
605,-0.23144348924322
274,-0.730435929619847
1443,-0.641659401322197
1299,0.156325264550992
1378,-2.61883419094034
153,0.857942125088929
613,-1.98100356431777
410,-2.55553324701206
830,-0.247947043766803
912,-0.349323593639261
517,1.15833725525368
44,-0.419266013044906
390,-0.843403929467111
220,0.515244478775882
140,-0.928891728987876
357,-0.546580381880547
722,-0.52799087359682
1157,0.859303611859491
261,1.26002651457344
898,-0.52799087359682
1103,-1.13264658536541
195,-0.289688902057054
115,0.135106338414657
1075,0.0483826801312966
1073,0.37856924690657
718,-0.651369225239543
1404,-0.565309137671614
1208,1.38374086333292
1297,-0.198759630450744
358,-0.622352149947833
1060,-1.80519375771004
1019,0.135106338414657
1000,-1.65543247235902
935,0.258448111865086
754,0.0848837858424785
420,0.532269823184546
149,-0.928891728987876
9,-0.864503420390324
1069,-0.52799087359682
1119,-0.856042245536823
1384,1.01264830717585
534,-1.09751337243346
548,1.13939560053143
298,0.120859680556186
976,0.453475438598715
122,-0.509538557493666
1333,0.0173045032205834
1159,-0.332139479591929
1389,-0.740497415282334
709,-2.91332129391183
1320,0.326478135419604
769,-0.529843617222629
88,-1.68467569101304
1386,2.04304101447265
1032,0.804170478868849
97,-1.41317011332802
1429,-0.370971162788181
348,-0.198759630450744
509,-0.730435929619847
211,0.273278625549638
703,0.612180764373421
746,1.16755714257584
1045,3.01375913825242
939,-0.249603406445745
1394,-0.103195896199962
1445,0.910581656889738
1338,-0.760742673189274
478,1.44337575811835
491,-0.565309137671614
841,0.119430539822996
1070,-0.198759630450744
364,0.326478135419604
296,-0.23144348924322
49,-0.680727014946593
224,2.10033329439324
1243,0.804170478868849
1410,-1.54176437533968
850,0.635548077001967
647,-0.182576533482023
1225,0.623891718921895
562,0.259799981277508
622,0.0262234701256552
1450,-0.349323593639261
1087,-0.482112933492456
804,0.778822152934057
604,0.516464426951616
1269,1.11071131222253
442,-0.0582841076466072
1365,-0.680727014946593
1024,-0.983845016990894
539,1.59049394014492
767,0.656820223980593
762,1.75928912952063
868,0.868559063840418
689,-0.419266013044906
187,-0.52799087359682
406,-0.928891728987876
1011,-0.0262581166279768
1172,0.460968801191842
751,0.658699023520298
1050,0.456487971718821
461,-0.182576533482023
670,-1.18990722711181
655,-0.340716773703423
785,-0.454984878749895
1083,0.293361324262918
714,-0.0262581166279768
1350,-0.529843617222629
424,-0.454984878749895
43,-0.617548542857185
661,-1.04003330204346
635,-2.55553324701206
528,0.462514633204454
987,0.391424201090469
218,1.5625574712517
820,-1.45978101074522
1452,0.259799981277508
1402,-1.15634602571119
855,-0.315072663364733
609,1.57456848520021
485,-0.315072663364733
1149,-0.740497415282334
1017,-0.103195896199962
1085,-1.72919199321574
81,-0.20689062842656
324,0.9313310337434
1080,-0.565309137671614
19,-0.454984878749895
454,0.300019870459074
1110,0.516464426951616
838,-0.612754146836898
758,1.38374086333292
1340,0.78781086741972
34,1.27357823827251
808,-1.13264658536541
1162,-1.06380765163265
904,-0.661116904021447
800,-1.04230731147348
96,0.623891718921895
1107,0.20514682661609
446,0.326478135419604
474,1.02262950188749
366,-0.118871685856992
1406,-0.710433615471359
760,-1.27833468429768
918,0.142199341044075
759,-0.670902733986584
392,-1.1208805758684
1295,-0.182576533482023
506,0.635548077001967
434,-1.80519375771004
648,-1.69942656821881
942,-0.384050243164857
1231,-1.23373005159314
1343,-1.07436253309598
1439,-0.276255536529563
132,-0.252090009692668
1074,0.687339479638219
972,0.21892252074976
1262,0.198230412514873
450,-1.04003330204346
31,-0.275418342752393
121,-1.27833468429768
1235,0.127993156633536
1375,-0.885782482079389
1326,1.0719464078925
1112,-0.537268351332653
1349,0.0630471284535849
1347,-0.781153198986686
255,0.804170478868849
892,-0.0262581166279768
359,1.29600248693536
51,-0.939786186952881
875,-0.579448348304329
938,0.95600510558299
772,-0.939786186952881
1126,1.10107628565176
1219,-0.928891728987876
679,-0.384050243164857
805,-0.518747693200415
124,0.20514682661609
404,0.0187932088608667
730,0.293361324262918
1311,1.7306956727938
831,0.879131110729074
1071,-1.50043668426764
725,0.715655576275826
587,-0.384050243164857
607,1.91810239737585
433,0.20514682661609
674,-0.289688902057054
1287,1.27807920606607
360,-0.166497507926827
1099,-2.55553324701206
466,0.0038661137244961
299,-0.126746590591266
493,-0.182576533482023
527,-1.65543247235902
1192,-0.0262581166279768
